,track_id,track_name,artist_name,lyrics
49,251032699,Mangos mit Chili,Nina Chuba,"Frischer Kopf, frische Gläser
Randvoll, stoß mit jedem an
Jede Großstadt hat mich auf Postern
Und ich hab mehr als Lillet da

Frischer Wind für die Szene
Renn raus in den Regen
Tanz im Grau, weck die Straßen auf
Bis sich alle mit mir bewegen

Ja, ich geh hier nicht weg, mach's mir bequem
Bläser sind echt, spiel'n, was ich will
Ich träum von 'nem Wunder, Glück in Berlin
Mach, dass es gut wird, mach es mir schön

Schmeiß weg, was ich nicht mehr brauch
Highspeed, keiner hält mich auf
Gib mir ein'n Song und mach laut
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
50,263052478,"Du (Was ich will, bist du)",DJ Ötzi,"Na-na-na, na-na-na
Na-na-na, na-na-na
Na-na-na, na-na-na
Na-na-na, na-na-na

Das, was ich will, bist du
Na-na-na, na-na-na
Na-na-na-na-na-na-na
Na-na-na, na-na-na
Na-na-na-na-na-na-na
Na-na-na, na-na-na
Na-na-na-na-na-na-na
Na-na-na, na-na-na
Das, was ich will, bist du (das, was ich will, bist)

Du, immer da für mich
Egal wo, ich finde dich wie ein Satellit
In der Nacht bist du mein Licht und ich schaff mit dir
Jeden Gipfel, jedes Tal und ich danke dir

Für die tausend Male, du und ich
Was Besseres, das gibt es nicht
Wir lassen uns nie mehr im Stich
Wir machen jeden Wahnsinn mit

Und nichts ist stärker als wir zwei
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
51,259322662,Daylight,David Kushner,"Telling myself, ""I won't go there""
Oh, but I know that I won't care
Tryna wash away all the blood I've spilled
This lust is a burden that we both share
Two sinners can't atone from a lone prayer
Souls tied, intertwined by our pride and guilt

(Ooh) there's darkness in the distance
From the way that I've been livin'
(Ooh) but I know I can't resist it

Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
52,259989974,Voilà,André Rieu feat. Johann Strauss Orchestra & Emma Kok,"Écoutez-moi
Moi la chanteuse à demi
Parlez de moi
À vos amours, à vos amis

Parler leur de cette fille aux yeux noirs
Et de son rêve fou
Moi ce que j'veux c'est écrire des histoires
Qui arrivent jusqu'à vous, c'est tout

Voilà, voilà, voilà, voilà qui je suis
Me voilà même si
Mise à nue j'ai peur, oui
Me voilà dans le bruit et dans le silence

Regardez-moi
Ou du moins ce qu'il en reste
Regardez-moi
Avant que je me déteste

Quoi vous dire, que les lèvres d'une autre ne vous diront pas
C'est peu de chose mais moi tout ce que j'ai
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
53,270012558,Jemand,Joel Brandenstein feat. Sarah Engels,"Jemand hat sich nie getraut, es dir zu sagen
Wie schön du bist
Und dass sein Herz für 'nen Moment aufhört zu schlagen
Wenn euer Blick sich trifft

Jemand wär gern dieser Jemand
Den du nie mehr wieder geh'n lässt
Was, wenn du's immer überseh'n hast?

Jemand träumt von dir
Jemand liegt hellwach jede zweite Nacht
Und wünscht sich, du wärst hier (und wünscht sich, du wärst hier)
Jemand denkt an dich in jedem Augenblick

Und wünscht sich, dass es dir auch so geht
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
54,268428417,Yo Phone Linging - Your Phone Is Lingin Remix,Lee Chang''s Funny Remix,"Your phone linging, your phone linging
Big boy, come pick up your phone
Why you no pick up your phone? Your phone linging
Your phone going to go to voicemail, goodbye

Your phone linging, your phone linging
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
55,261455874,Prada (Extended),"cassö, RAYE & D-Block Europe","'Bout to take my lady selfridges
New drip on the way, uh-huh
Rap nigga still selling bricks
Half a cake on the way, uh-huh
Take a flight, she wanna take a lift
For the molly man, he's on the way, uh-huh
I might take her the Shard
I might take her the Ritz
It don't matter, baby, I'm straight, uh-huh

I fell like I'm in princess house
Purple paint all on the walls, uh-huh
Sitting down on this fancy couch
And I can't see straight, I'm a state, uh-huh
22, I'm in Paris, baby got a strippers tits in my face, uh-huh
Pull up in a Bentley
I want Christian, I want Fendi, I want Prada
Ooh, ooh, ooh

I already make that paper
I don't need to chase no clout, wow
I don't usually pipe up
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
56,265609628,LET'S GET FKD UP,"Alok feat. Mondello'G, CERES & Tribbs","Oh, let's get fucked up, baby, let your body go
I make your mind go crazy and lose control
So come and move
Move
Bod-bod-bod-body
Move, move
Bod-bod-bod

So come and move with my body, let it overload
My heartbeat keep on repeating, 'bout to explode
Just turn the lights off, baby, and let it go
I make your mind go crazy, and lose control

So come and move with my body
Stay with me for the night
I just wanna party
Losing all control like
Na-na-na-na-na
Na-na-na-na-na
Na-na-na-na-na
Losing all control like

Bod-bod-bod-body
Lo-lo-losing all control like
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
57,264415595,Celebration,Culcha Candela,"Mein ganzer Block ist heute am Feiern
Typen auf cool, ladies on fire (jahu)
Jeder weiß Bescheid (wouh)
Egal, wo man hinschaut, nice Vibes
Nonstop zusamm'n, jede Nation
It's a celebration (jahu)

Celebrate good times, come on
Egal, welche Farben, heute Abend feiert jeder
Celebrate good times, come on
Heute sind wir alle hier Gewinner, das ist eh klar

Seid ihr alle da? Dann könnt ihr jetzt geh'n
Abgeh'n, abgeh'n, keiner bleibt steh'n, alles klar?
Nicht schwer zu versteh'n
Turn up, turn up, jo, einfach durchdreh'n
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
58,271175970,Bling-Bang-Bang-Born,Creepy Nuts,"チート gifted 荒技 wanted
禁忌 禁じ手 明らか盲点
反則 異次元 この世の中のもんでは無いです
無理ゲー それ聞いてないって

Ay ライバル口を揃えて
Ooh ライバル口を揃えて
バグで まぐれ 認めねーゼッテー
マジで？ コレおま全部生身で？

It's 生身 it's 生身 yeah, yeah, yeah, yeah
Bling-bang-bang, bling-bang-bang-born
Bling-bang-bang, bling-bang-bang-born

実力を発揮し切る前に
相手の方がバックれてくらしい
上がり切るハードル very happy
あきらかにダントツでピカイチ
相変わらず脱皮してる毎日 (bling, bling, bling)
誰の七光も要らないお前の ice より icy (icy)

俺 パッと見出来ない事ばっかりだけど very happy
あ キレてる呆れてる周り 恵まれてる家族友達 (happy)
もう反則的立ち位置 皆俺に任せとけば良い (bang, bang, bang)
教科書に無い 問題集に無い 超 bad な呪い listen

鏡よ鏡 答えちゃって
Who's the best? I'm the best! Oh, yeah
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
59,262846009,Drums (Feat. Kim Petras),James Hype feat. Kim Petras,"The less you give to me
The less you give to me
The less you give to me, the more I want it (hey)

The less you give to me, the more I want it
You push me back until I'm two steps forward
But I can see the signs, recognize where we're going
So the less you give to me, the more I want it

You know, used to dream about this
I never thought it would end up this way

The less you give to me, the more I want
Drums

Drums

Drums
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
60,263047984,Your New Morning Alarm,Marc Rebillet,"Oh, oh-oh-oh, oh-oh-oh-oh-oh

Get the fuck outta bed, bitch, go
Get up, get up, you gotta going, uh
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
61,266693449,Am I Enough,Loi,"I got this feeling and I know that it's wrong
It breaks and haunts me, I've been fighting for so long
I numb my ears and close my eyes to escape
Look at the mirror, try to smile, but it's just fake

And I'm wondering

Am I enough?
I feel like they're better and I'm broken
Am I enough?
I know it's up to me to stop the fall
So I keep running, running, yeah
Until I'm starting to wonder
'Cause I am enough
I know it's up to me to stop myself from falling

I could fill an ocean with the tears that I've cried
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
62,272284662,Good People,Mumford & Sons feat. Pharrell Williams,"And I'm done being tired, so right now I'm inspired
Welcome to the revelation
I was once underwater, and now I'm on fire
Welcome to the revelation (jump)
And I feel in the air that Mother Earth ain't steady
Feel so alive even though times are deadly

And in my soul (get ready)
Something is stirring now (get ready)
And I'm not worried (get ready)
You better get ready to scream now (get ready)

(Welcome to the revelation) good people been down for so long
(Welcome to the revelation) and now it's like the sun is rising
(Welcome to the revelation) good people been down for so long
(Welcome to the revelation) and now I see the sun is rising
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
63,272421906,Rest Of My Life,"Jonas Blue feat. Sam Feldt, Endless Summer & Sadie Rose Van","I found my ride or die up in the shadows
At first, it made me cry, hit by an arrow
Yeah, it struck me so deep in the heart
Broke over, strung out in the dark
I found my ride or die, you chased away my sorrows

And all my words will ever be enough
So I'll just show you what I mean with touch
I'm gonna love you for the rest of my life
I'm gonna love you for the rest of my life
And I'm gonna hold you as you fall asleep at night, oh-oh-oh, oh

I'll be left by your side 'til the break of day
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
64,243605916,Wildberry Lillet,Nina Chuba,"Ich will Immos, ich will Dollars, ich will fliegen wie bei Marvel
Zum Frühstück Canapés und ein'n Wildberry-Lillet

Ich will Immos, ich will Dollars, ich will fliegen wie bei Marvel
Ich hab Hunger, also nehm ich mir alles vom Buffet
Will ein Haus für meine Mama an der Küste von Catania
Zum Frühstück Canapés und ein'n Wildberry-Lillet

Ich will Immos, ich will Dollars, ich will fliegen wie bei Marvel
Ich hab Hunger, also nehm ich mir alles vom Buffet
Will ein Haus für meine Mama an der Küste von Catania
Zum Frühstück Canapés und ein'n Wildberry-Lillet

Ich will nach oben, ich will zum Mars, Spaceship mit Panorama
Für meine Besten immer das Beste, kaufe die Welt und keiner bezahlt
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
65,252701240,Lay Low,Tiësto,"Lay low, hit the sun
Everybody have a real good time
Real good time

I'm hearin' voices in my head
There's no way to escape
Da-da-da-da, they got me
Anytime, anywhere
In my mind, in the air
Da-da-da-da, surround me

(Lay low) they surround me
(Lay low) surround me
Anytime, anywhere
In my mind, in the air
They're waiting for me
Oh, they're callin' on me

Lay low, hit the sun
Everybody have a real good time
Real good time (surround me)
Yeah, we cool, yeah, we drunk
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
66,31189124,Bring Me To Life,Evanescence,"How can you see into my eyes like open doors?
Leading you down into my core where I've become so numb
Without a soul, my spirit's sleeping somewhere cold
Until you find it there and lead it back home

(Wake me up) wake me up inside (I can't wake up), wake me up inside
(Save me) call my name and save me from the dark
(Wake me up) bid my blood to run (I can't wake up) before I come undone
(Save me) save me from the nothing I've become

Now that I know what I'm without, you can't just leave me
Breathe into me and make me real, bring (bring) me (me) to life

(Wake me up) wake me up inside (I can't wake up), wake me up inside
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
67,86366779,Zombie,The Cranberries,"Another head hangs lowly
Child is slowly taken

And the violence caused such silence
Who are we mistaken?

But you see, it's not me, it's not my family
In your head, in your head they are fighting
With their tanks, and their bombs, and their bombs, and their guns
In your head, in your head they are crying

In your head, in your head
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
68,34601898,Ich liebe das Leben,Vicky Leandros,"Dein Koffer wartet schon im Flur
Du Iässt mich allein
Wir seh'n uns an und fühlen nur
Es muss wohl so sein
Noch stehst du zögernd in der Tür
Und fragst: ""Was wird aus dir?""

Nein, sorg dich nicht um mich
Du weißt, ich liebe das Leben
Und weine ich manchmal noch um dich
Das geht vorüber sicherlich

Was kann mir schon gescheh'n?
Glaub mir, ich liebe das Leben
Das Karussell wird sich weiterdreh'n
Auch wenn wir auseinandergeh'n

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
69,87317102,I Was Made For Lovin' You,Kiss,"Hmm, yeah

Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do

Tonight
I want to give it all to you
In the darkness
There's so much I want to do
And tonight
I want to lay it at your feet
'Cause girl, I was made for you
And girl, you were made for me

""I was made for lovin' you baby""
You were made for lovin' me
And I can't get enough of you baby
Can you get enough of me

Tonight
I want to see it in your eyes
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
70,240000869,Der Zug hat keine Bremse - Mallorcastyle Edition,Mia Julia feat. Lorenz Büffel & Malle Anja,"Der Zug, der Zug, der Zug hat keine Bremse
Zug, Zug, der Zug hat keine Bremse
Zug, Zug, der Zug hat keine Bremse
Zug, Zug, der Zug hat keine Bremse

Ich würd gern anständig studier'n
Doch geh mir viel lieber den Helm lackier'n
Ab auf die Zülpe und rein in das Ding
Rum-Cola 'n Euro, hier bin ich der King

Taumel nach rechts, taumel nach links
Wünsch mir vom DJ 'n Liedchen von Brings
Dann seh ich den Türsteher, jetzt geht es flöck
Kurz raus, eine rauchen, dann wieder zurück

Wollt eigentlich 'nen ruhigen und merke dann
Dass der Zug mal wieder nicht bremsen kann
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
71,256268867,9 bis 9,SIRA feat. Bausa & badchieff,"Zehn vor acht, ich lauf immer noch
Komm nicht an, nimm ein'n Schluck
Noch ein Shot, alles drin
Von neun bis neun, was ich anfass, wird zu Gold
Schwarzer Hoodie stinkt nach Smoke
Und mein Herz bewegt sich zu dem Bass

Von neun bis neun, was ich anfass, wird zu Gold
Schwarzer Hoodie stinkt nach Smoke
Und mein Herz bewegt sich zu dem Bass
Von neun bis neun, was ich anfass, wird zu Gold
Schwarzer Hoodie stinkt nach Smoke
Und mein Herz bewegt sich zu dem Bass (yeah)

Baby, guck nicht auf den Preis, ich bin jung und ich bin reich
Manchmal muss es einfach sein (Smoke, und mein Herz bewegt sich...)
In der Ferne läuft ein Song, baby, hear me when I come
Wie der King of Bongo Bong (Smoke, und mein Herz...)
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
72,206690033,Der letzte Tanz - Akustisch,Bosse,"Jahre zieh'n vorbei, Kindheit geht vorbei
Freunde werden alt, zwei Promille Abiball
Longdrinks gehen leer, Kopf wird voller
Alte Liebe wird schwer, yeah, yeah

Man merkt immer erst beim Abschied, was es ein'm bedeutet
Und wie schön es eigentlich war
Und nix ist immer, für immer
Für immer

Also tanz, als wär's der letzte Tanz
Als wär's der letzte Tanz, uh-uh-uh (uh)
Also küss, als wär's der letzte Kuss
Als wär's der letzte Kuss, uh-uh-uh

Nix ist für immer, nix ist für immer
Einfach alles ist nur einmal
Also tanz, als wär's der letzte
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
73,263857809,Overdrive (feat. Norma Jean Martine) - Extended Mix,Ofenbach feat. Norma Jean Martine,"I wanna feel the heat, I wanna own the night
I wanna feel the beat, I wanna dance tonight
I wanna lose myself, I wanna come alive
I wanna feel the love, go into overdrive

I wanna feel the heat, I wanna own the night
I wanna feel the beat, I wanna dance tonight
I wanna lose myself, I wanna come alive
I wanna feel the love, I wanna go into overdrive

Into overdrive (oh)

Mm
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
74,246627066,Si No Estás,iñigo quintero,"Sueñas alto, es el poder
Que te han dado desde el cielo
No, no, no, no, no

Que no sé a dónde voy
No es real
Hace ya tiempo te volviste uno más
Y odio cuando estoy lleno de este veneno
Y oigo truenos si no estás

¿Qué me has hecho? ¿Dónde estoy?
Se me aparecen mil planetas de repente
Esto es una alucinación
Quiero ver tu otra mitad
Alejarme de esta ciudad
Y contagiarme de tu forma de pensar

Miro al cielo al recordar
Me doy cuenta otra vez más
Que no hay momento que pase
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
75,260065807,Simple Man,Lynyrd Skynyrd,"Mama told me when I was young
""Come sit beside me, my only son
And listen closely to what I say
And if you do this, it'll help you some sunny day, ah, yeah

(Be a simple man)

Oh, take your time, don't live too fast
Troubles will come and they will pass
You'll find a woman, yeah, and you'll find love
And don't forget, son, there is someone up above

And be a simple kind of man
Oh, be something you love and understand
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
76,37888079,Unwritten,Natasha Bedingfield,"I am unwritten
Can't read my mind, I'm undefined
I'm just beginning
The pen's in my hand, ending unplanned

Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you cannot find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten, yeah
Oh, oh

I break tradition
Sometimes my tries, are outside the lines yeah, yeah
We've been conditioned to not make mistakes
But I can't live that way oh, oh

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
77,263038557,Das tut sich doch keiner freiwillig an,Maite Kelly,"Ruf mich nicht an, sonst geh ich noch ran
Und gebe dir noch mal 'ne Chance
Komm auch nicht vorbei, sonst lass ich dich rein
Ich weiß, wir werden nicht nur tanzen

Das tut sich doch keiner freiwillig an
Weil die Liebe uns den Verstand nehmen kann
Ich schwor mir, nie wieder, nie wieder du
Und lass es immer wieder zu

Ich schwor mir, nie wieder, nie wieder du
Und lass es immer wieder zu

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
78,271498628,Frieden,K.I.Z,"Unterricht fällt aus in der ganzen Schule
Nine Eleven, Schweigeminute
Und ich rechne aus, wie viel Minuten wären
Das für eine Million Ruandesen
Und 'ne Million tote Irakis nur durch das Embargo

Vielleicht begann da meine mixed feelings für die NATO
Sie sagt:""Maxim, warum bist du so anti?""
Keine Ahnung, warum bist du es nicht?
Ich kiff die ganze Nacht durch vor der Musterung
Sollt ich Soldat werden, bringt mich meine Mutter um
Ich bin gegen ihren Krieg und gegen ihren Frieden
Ein Frieden so grausam, dass Menschen vor ihm fliehen
Frieden, Frieden
Wir träumen von Frieden, Frieden

Meine Brust ist voller Orden, wenn wir kommen bebt der Boden
Ein Anruf und der Himmel färbt sich dunkel von den Drohnen
Jan ist Patriot und Fabian ist Woke
Ist egal, denn hier im Schützengraben sind wir alle Bros, ey
Ja, ich sitz im Panzer
Ja, ich rolle tief

Blaka, blaka, blaka macht die Artillerie
Bruder, wir retten Europa und du Pussy gehst zur Seite
Auf deiner krassen Antikriegsdemo waren drei Leute
Lena ist die beste Scharfschützin in ihrer Einheit
Geballte Frauenpower, Boomer werden weggesnipert
Mein Nachbar ist von denen, ich grüß den Typ seit Jahren
Doch heute werfe ich einen Molotowcocktail in seinen Laden, ey

Wir träumen von Frieden, Frieden
Wir träumen von Frieden
Lass die weißen Tauben fliegen, wir träumen von Frieden
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
79,270587812,Head Down,Lost Frequencies feat. Bastille,"(Oh)

I was burning every candle every hour of the night
Kept on searching high and low here in the dark
I was hoping to escape, and make a change here in my life
It only takes one little thing to light a spark

And you said
""Hearts break, life can knock you to the ground
Don't hang your head down, head down
You're still young, but know the best is yet to come
Don't hang your head down, head down""

Don't hang your head down, head down
Don't hang your head down, head down
Don't hang your head down, head down
Don't hang your head down, head down

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
80,272452313,München (feat. Chris Hell von FJØRT),kettcar feat. FJØRT,"Da sind Yachi und ich auf dem Mannschaftsfoto
Der ersten B-Jugend bei der TSV
Wir sind zusammen auf das Heinrich-Heine gegangen
Haben unten am Spielplatz heimlich geraucht
Er kam zum Essen und meine Mutter fragte
""Darf ich einmal dein schönes schwarzes Haar anfassen?""
Du hast sie gelassen, etwas verkrampft
Gelächelt, gegessen und dich höflich bedankt

Und das Riesenrad dreht sich
Hinter Legosteinen aus Beton
Und er hörte sie fragen
""Wo bist du eigentlich hergekomm'n?""

Wo ich geboren bin? Wo ich geboren bin?
Sie fragen, wo ich geboren bin? Ich sag, ich bin geboren in
München-Harlaching, München, alte Lady
Mein Herz ist ein totgeschlagenes Robbenbaby
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
81,264454553,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,"Once the flight had flown (ah-ha)
With the wilt of the rose (ah-ha)
I slept all alone (ah-ha)
You still wouldn't go

Let's fast forward to 300 takeout coffees later
I see your profile and your smile on unsuspecting waiters
You dream of my mouth before it called you a lying traitor
You search in every maiden's bed for something greater
Baby, was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear in your dream as you passed out
Baby, was it over then
And is it over now?

When you lost control (ah-ha)
Red blood, white snow (ah-ha)
Blue dress on a boat (ah-ha)
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
82,262964638,Stay (Never Leave),Kris Kross Amsterdam feat. SERA & Conor Maynard,"Uh, uh, uh-oh
Uh, uh, uh-oh

Met this girl last night
Hit it off real nice
Got a little close, yeah
She was just my type
Million dollar smile
I'm convinced she knows

Hopped in the taxi
We started in the backseat
Got tangled in the bedsheets
I know it's not so classy, but
Made sure I told her from the start
I'm not looking for no love
Not gon' be around
It's here, right now
I'm in, I'm out

If you want me to stay
I'll never leave
What you want me to say?
Thought I made it clear
If you want me to stay
I'll never leave
Now you want me to stay
Now you want me to stay
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
83,262149169,American Town,Ed Sheeran,"We're a long way from home
Haven't seen you in so long
But it all came back in one moment
And the year started cold
But I didn't notice at all
When we found there's a room we're both in

We get Chinese food in small white boxes
Live the life we saw in Friends
Your room, it barely fits the mattress
Wake up, leave for work again
The wind, it seems to blow right through us
Down jackets are the trend
The rush of rushing deep into love

English girl in an American town
No elevator to the fifth floor
I'll ring on the buzzer, then you'll be right down
I wish time would freeze

Dungarees over the hoodie, we're out
Feet are three feet off the ground
Lost in love, and we don't wanna be found
It's just you and me
My English girl in an American town
In an American town

The days come and go
But it ends when doors close
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
84,264808162,know that you're not alone,Cat Burns,"I'm not gettin' any younger
The years are catchin' up on me
I'm almost 23, mmm
I quit my job, it wasn't healthy
I'm not where I wanna be
Where I wanna be

But therapy has kinda helped me
Learn that it's okay not to be okay

Thought I'd be flyin' by now
But I feel so glued to the ground
I look around, everybody's in the same boat
So let go and know that you're not alone
Thought I'd have it all figured out
Feels like my world's upside down
When nothin' feels like home
It's good to know, know that you're not alone
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
85,124672230,Auffe aufn Berg,Jägermeister DJ Alex & Matty Valentino,"Es isch Wochenende, i steig in mei Auto
Heid geht's wieder los
I will nur no weg, oafach mol raus do
Heid wird's wieder grandios

I fahr in die Berg nei
Des Radio lafft, d'Sonn scheint
Heid geht's wieder los
I konn's net erwarten, i wui endlich starten
Heid wird's wieder grandios

I gfrei mi dass i do bin
Und schau de weiße Wand o
I hoi ma meine Ski
Und dann gib i des Kommando

Auffe aufn Berg und oba mit de Ski
Eine in die Hüttn und die Händ in die Höh
Aussa mit de Hasal und ei mim Jagertee
Oida, des is schee, he

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
86,126372373,Something Just Like This,The Chainsmokers feat. Coldplay,"I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spider-Man's control
And Batman with his fists
And clearly, I don't see myself upon that list

But she said, ""Where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody with some superhuman gifts
Some superhero
Some fairy tale bliss
Just something I can turn to
Somebody I can kiss""

I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo-doo
Doo-doo-doo, doo, doo-doo
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
87,158988975,Shallow,Lady Gaga feat. Bradley Cooper,"Tell me something, girl
Are you happy in this modern world?
Or do you need more?
Is there something else you're searchin' for?

I'm falling
In all the good times, I find myself longin' for change
And in the bad times, I fear myself

Tell me something, boy
Aren't you tired trying to fill that void?
Or do you need more?
Ain't it hard keeping it so hardcore?

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
88,84288640,Hells Bells,AC/DC,"I'm rolling thunder, pouring rain
I'm coming on like a hurricane
My lightning's flashing across the sky
You're only young, but you're gonna die
I won't take no prisoners, won't spare no lives
Nobody's putting up a fight
I got my bell, I'm gonna take you to hell
I'm gonna get ya, Satan get ya

Hells bells
Hells bells, you got me ringing
Hells bells, my temperature's high
Hells bells
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
89,170306150,Someone You Loved,Lewis Capaldi,"I'm going under and this time I fear there's no one to save me
This all or nothing really got a way of driving me crazy

I need somebody to heal, somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down, and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under and this time I fear there's no one to turn to
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
